员工ID,姓名,事业部,城市,站点,岗位,员工状态,入职时间,7月申领情况,申购情况,申购订单状态
20232860,usr_496,***川渝事业部,成都,深度服****,员工,正式,2024/3/26 00:00,未申领,未申购,
20232863,usr_497,***收纳即刻事业部,北京,北京收纳****,员工,正式,2024/4/3 00:00,未申领,已申购,已支付
20233042,usr_498,***北京事业部,北京,深度服务****,站长,正式,2024/4/10 00:00,未申领,已申购,已支付
20233053,usr_499,***上海浦西事业部,上海,深度服****,员工,正式,2025/9/9 00:00,未申领,已申购,已支付
20233104,usr_500,***福州事业部,福州,深度服****,员工,正式,2024/4/2 00:00,未申领,未申购,
20233167,usr_501,***川渝事业部,成都,深度服****,员工,正式,2024/4/24 00:00,未申领,未申购,
20233308,usr_502,***苏南事业部,苏州,深度服****,员工,正式,2024/4/7 00:00,未申领,已申购,已支付
20233360,usr_503,***深圳事业部,深圳,家师傅深圳深度服****,员工,正式,2024/4/10 00:00,未申领,已申购,已支付
20233384,usr_504,***华中事业部,武汉,家师傅武汉维修****,带单师父,正式,2024/4/8 00:00,未申领,已申购,已支付
20233403,usr_505,***北京事业部,北京,家师傅北京****,带单师父,正式,2024/4/12 00:00,未申领,已申购,已支付
20233418,usr_506,***川渝事业部,成都,深度服****,员工,正式,2024/4/27 00:00,未申领,未申购,
20233469,usr_507,***上海北区事业部,上海,深度服****,员工,正式,2025/12/19 00:00,未申领,未申购,
20233490,usr_508,***川渝事业部,重庆,重庆家师****,员工,正式,2024/4/17 00:00,未申领,未申购,
20233502,usr_509,***华中事业部,武汉,武汉深度服务****,员工,正式,2024/4/17 00:00,未申领,未申购,
20233623,usr_510,***苏北事业部,南京,深度服****,员工,正式,2024/4/17 00:00,未申领,已申购,已支付
20233636,usr_511,***福州事业部,福州,家师傅福州****,员工,正式,2024/4/24 00:00,未申领,已申购,已支付
20233692,usr_512,***上海北区事业部,上海,深度服****,员工,正式,2025/5/6 00:00,未申领,未申购,
20233697,usr_513,***浙江事业部,杭州,家师傅杭州深度服****,员工,正式,2024/4/23 00:00,未申领,已申购,已支付
20233701,usr_514,***深圳事业部,深圳,家师傅深圳深度服****,员工,正式,2025/3/16 00:00,未申领,未申购,
20233748,usr_515,***浙江事业部,杭州,深度服****,员工,正式,2024/4/23 00:00,未申领,未申购,
20233760,usr_516,***苏南事业部,苏州,深度服****,员工,正式,2024/4/24 00:00,未申领,未申购,
20233812,usr_517,***北京事业部,北京,深度服****,员工,正式,2024/4/22 00:00,未申领,已申购,已支付
20233826,usr_518,***苏北事业部,南京,家师傅南京****,员工,正式,2024/4/22 00:00,未申领,已申购,已支付
20233844,usr_519,***北京事业部,北京,深度服****,员工,正式,2024/4/21 00:00,未申领,已申购,已支付
20233918,usr_520,***深圳事业部,深圳,深度服****,员工,正式,2024/4/28 00:00,未申领,已申购,已支付
20233927,usr_521,***深圳事业部,深圳,深度服****,员工,正式,2025/10/18 00:00,未申领,已申购,已支付
20233945,usr_522,***北京事业部,北京,深度服****,员工,正式,2024/4/30 00:00,未申领,已申购,已支付
20233950,usr_523,***苏南事业部,苏州,深度服****,员工,正式,2024/6/18 00:00,未申领,未申购,
20234010,usr_524,***福州事业部,福州,深度服****,员工,正式,2024/4/30 00:00,未申领,已申购,已支付
20234019,usr_525,***苏南事业部,苏州,深度服****,员工,正式,2024/4/29 00:00,未申领,未申购,
20234038,usr_526,***苏北事业部,南京,家师傅南京****,员工,正式,2024/4/29 00:00,未申领,已申购,已支付
20234039,usr_527,***苏北事业部,南京,深度服****,员工,正式,2024/5/3 00:00,未申领,已申购,已支付
20234046,usr_528,***上海浦东事业部,上海,深度服****,员工,正式,2024/4/29 00:00,未申领,已申购,已支付
20234159,usr_529,***华中事业部,长沙,深度服****,员工,正式,2024/5/5 00:00,未申领,未申购,
20234162,usr_530,***华中事业部,长沙,深度服****,员工,正式,2024/4/30 00:00,未申领,已申购,已支付
20234164,usr_531,***苏南事业部,南通,深度服****,员工,正式,2024/5/1 00:00,未申领,未申购,
20234169,usr_532,***浙江事业部,杭州,家师傅杭州深度服****,员工,正式,2024/5/1 00:00,未申领,已申购,已支付
20234179,usr_533,***上海浦东事业部,上海,家师傅上海浦东****,储备站长,正式,2024/5/1 00:00,未申领,已申购,已支付
20234180,usr_534,***深圳事业部,深圳,家师傅深圳****,员工,正式,2024/5/12 00:00,未申领,已申购,已支付
20234182,usr_535,***上海北区事业部,上海,深度服****,员工,正式,2024/5/5 00:00,未申领,已申购,已支付
20234209,usr_536,***广佛事业部,佛山,深度服务城****,员工,正式,2025/4/1 00:00,未申领,未申购,
20234248,usr_537,***苏南事业部,苏州,深度服****,员工,正式,2025/6/6 00:00,未申领,未申购,
20234402,usr_538,***上海浦东事业部,上海,深度服****,员工,正式,2024/5/13 00:00,未申领,已申购,已支付
20234429,usr_539,***上海北区事业部,上海,深度服****,员工,正式,2024/5/16 00:00,未申领,已申购,已支付
20234470,usr_540,***收纳即刻事业部,上海,上海收纳****,员工,正式,2024/5/15 00:00,未申领,已申购,已支付
20234527,usr_541,***浙江事业部,杭州,家师傅杭州****,带单师父,正式,2024/5/21 00:00,未申领,已申购,已支付
20234531,usr_542,***浙江事业部,宁波,深度服****,员工,正式,2024/5/12 00:00,未申领,已申购,已支付
20234599,usr_543,***苏北事业部,南京,家师傅南京深度服****,站长,正式,2024/5/16 00:00,未申领,已申购,已支付
20234630,usr_544,***华中事业部,武汉,武汉深度服务****,员工,正式,2025/4/22 00:00,未申领,未申购,
20234644,usr_545,***苏南事业部,苏州,深度服****,员工,正式,2024/5/18 00:00,未申领,未申购,
20234645,usr_546,***上海浦西事业部,上海,深度服****,员工,正式,2024/5/20 00:00,未申领,未申购,待支付
20234656,usr_547,***苏北事业部,南京,深度服****,员工,正式,2025/12/17 00:00,未申领,未申购,
20234679,usr_548,***厦门事业部,厦门,深度服****,员工,正式,2025/11/20 00:00,未申领,已申购,已支付
20234685,usr_549,***上海浦东事业部,上海,深度服****,员工,正式,2024/5/21 00:00,未申领,已申购,已支付
20234771,usr_550,***苏北事业部,南京,家师傅南京****,员工,正式,2024/5/20 00:00,未申领,已申购,已支付
20234776,usr_551,***苏南事业部,苏州,深度服****,员工,正式,2024/5/24 00:00,未申领,未申购,
20234800,usr_552,***浙江事业部,杭州,深度服****,员工,正式,2024/5/28 00:00,未申领,未申购,
20234821,usr_553,***华中事业部,长沙,深度服****,员工,正式,2024/5/26 00:00,未申领,未申购,
20234853,usr_554,***上海浦东事业部,上海,深度服****,员工,正式,2024/5/25 00:00,未申领,已申购,已支付
20234876,usr_555,***苏南事业部,苏州,深度服****,员工,正式,2024/5/25 00:00,未申领,已申购,已支付
20234893,usr_556,***上海浦西事业部,上海,深度服****,员工,正式,2024/5/29 00:00,未申领,已申购,已支付
20234917,usr_557,***苏北事业部,南京,深度服****,员工,正式,2024/5/28 00:00,未申领,已申购,已支付
20235131,usr_558,***华中事业部,武汉,武汉深度服务****,员工,正式,2024/6/18 00:00,未申领,未申购,
20235149,usr_559,***上海北区事业部,上海,深度服****,员工,正式,2024/6/11 00:00,未申领,未申购,
20235170,usr_560,***上海浦东事业部,上海,深度服****,员工,正式,2024/6/5 00:00,未申领,未申购,
20235187,usr_561,***上海浦西事业部,上海,深度服****,员工,正式,2024/6/12 00:00,未申领,已申购,已支付
20235193,usr_562,***广佛事业部,广州,家师傅深度服****,员工,正式,2024/6/19 00:00,未申领,已申购,已支付
20235299,usr_563,***上海北区事业部,上海,深度服****,员工,正式,2024/6/30 00:00,未申领,未申购,
20235329,usr_564,***苏南事业部,无锡,家师傅无锡****,员工,正式,2024/6/20 00:00,未申领,已申购,已支付
20235330,usr_565,***苏南事业部,无锡,深度服****,员工,正式,2024/6/20 00:00,未申领,已申购,已支付
20235346,usr_566,***浙江事业部,杭州,深度服****,员工,正式,2024/7/5 00:00,未申领,已申购,已支付
20235349,usr_567,***华中事业部,武汉,武汉深度服务****,员工,正式,2025/12/15 00:00,未申领,已申购,已支付
20235360,usr_568,***川渝事业部,成都,深度服****,员工,正式,2024/6/26 00:00,未申领,未申购,
20235377,usr_569,***北京事业部,北京,深度服****,员工,正式,2024/7/1 00:00,未申领,已申购,已支付
20235820,usr_570,***上海北区事业部,上海,深度服****,员工,正式,2024/7/15 00:00,未申领,已申购,已支付
20236117,usr_571,***上海浦东事业部,上海,深度服****,员工,正式,2024/7/27 00:00,未申领,已申购,已支付
20236409,usr_572,***广佛事业部,广州,家师傅广州****,员工,正式,2024/8/13 00:00,未申领,已申购,已支付
20236433,usr_573,***广佛事业部,广州,深度服****,其他职员,正式,2024/8/13 00:00,未申领,未申购,
20236590,usr_574,***华中事业部,武汉,武汉深度服务****,员工,正式,2024/9/5 00:00,未申领,已申购,已支付
20236655,usr_575,***收纳即刻事业部,北京,北京收纳****,员工,正式,2024/9/4 00:00,未申领,已申购,已支付
20236835,usr_576,***收纳即刻事业部,杭州,杭州收纳****,员工,正式,2024/9/22 00:00,未申领,已申购,已支付
20237236,usr_577,***厦门事业部,泉州,深度服****,员工,正式,2024/9/22 00:00,未申领,未申购,
20237413,usr_578,***收纳即刻事业部,北京,即刻服务北****,员工,正式,2025/11/3 00:00,未申领,已申购,已支付
20237541,usr_579,***北京事业部,青岛,家师傅青岛****,带单师父,正式,2024/9/21 00:00,未申领,已申购,已支付
20237690,usr_580,***收纳即刻事业部,杭州,杭州收纳****,员工,正式,2024/10/22 00:00,未申领,已申购,已支付
20237758,usr_581,***北京事业部,北京,家师傅北京****,员工,正式,2024/11/1 00:00,未申领,已申购,已支付
20238150,usr_582,***收纳即刻事业部,上海,上海收纳****,员工,正式,2024/10/22 00:00,未申领,已申购,已支付
20238576,usr_583,***川渝事业部,成都,深度服****,员工,正式,2024/10/26 00:00,未申领,未申购,
20238656,usr_584,***上海浦西事业部,上海,上海搬****,员工,正式,2024/10/8 00:00,未申领,未申购,
20238971,usr_585,***厦门事业部,厦门,厦门深度服****,储备站长,正式,2024/10/16 00:00,未申领,已申购,已支付
20238993,usr_586,***北京事业部,青岛,深度服****,员工,正式,2024/10/19 00:00,未申领,已申购,已支付
20239071,usr_587,***苏南事业部,无锡,深度服****,其他职员,正式,2024/10/12 00:00,未申领,未申购,
20239296,usr_588,***收纳即刻事业部,上海,上海收纳****,员工,正式,2024/10/18 00:00,未申领,已申购,已支付
20239561,usr_589,***收纳即刻事业部,上海,上海收纳****,员工,正式,2025/12/16 00:00,未申领,已申购,已支付
20239577,usr_590,***上海北区事业部,上海,深度服****,员工,正式,2024/10/22 00:00,未申领,已申购,已支付
20239787,usr_591,***上海浦西事业部,上海,家师傅上海浦西****,员工,正式,2024/11/2 00:00,未申领,已申购,已支付
20240061,usr_592,***上海浦西事业部,上海,深度服****,员工,正式,2024/11/24 00:00,未申领,已申购,已支付
20240182,usr_593,***苏北事业部,南京,深度服****,员工,正式,2025/12/16 00:00,未申领,已申购,已支付
20240247,usr_594,***苏北事业部,南京,深度服****,员工,正式,2024/11/8 00:00,未申领,已申购,已支付
20240256,usr_595,***上海浦东事业部,上海,深度服****,员工,正式,2024/11/14 00:00,未申领,已申购,已支付
20240304,usr_596,***华中事业部,武汉,武汉深度服务****,员工,正式,2024/11/15 00:00,未申领,未申购,
20240587,usr_597,***厦门事业部,厦门,深度服****,员工,正式,2025/1/11 00:00,未申领,未申购,
20240609,usr_598,***收纳即刻事业部,深圳,深圳收纳****,员工,正式,2024/12/13 00:00,未申领,已申购,已支付
20240664,usr_599,***浙江事业部,杭州,深度服****,员工,正式,2024/11/27 00:00,未申领,已申购,已支付
20240693,usr_600,***苏北事业部,南京,深度服****,员工,正式,2025/10/26 00:00,未申领,已申购,已支付
20240699,usr_601,***苏北事业部,南京,深度服****,员工,正式,2025/11/8 00:00,未申领,已申购,已支付
20240703,usr_602,***上海浦西事业部,上海,上海深度服****,员工,正式,2024/12/18 00:00,未申领,已申购,已支付
20240729,usr_603,***上海浦西事业部,上海,深度服****,员工,正式,2025/2/23 00:00,未申领,已申购,已支付
20240733,usr_604,***广佛事业部,广州,家师傅深度服****,员工,正式,2025/12/16 00:00,未申领,已申购,已支付
20240805,usr_605,***苏南事业部,无锡,深度服****,员工,正式,2024/12/5 00:00,未申领,未申购,
20240857,usr_606,***深圳事业部,深圳,深度服****,员工,正式,2025/12/15 00:00,未申领,已申购,已支付
20240874,usr_607,***苏南事业部,无锡,深度服****,员工,正式,2024/12/6 00:00,未申领,未申购,
20240887,usr_608,***苏南事业部,无锡,深度服****,员工,正式,2025/1/9 00:00,未申领,未申购,
20240891,usr_609,***上海浦东事业部,上海,深度服****,员工,正式,2024/12/12 00:00,未申领,已申购,已支付
20240902,usr_610,***收纳即刻事业部,广州,广州收纳****,员工,正式,2025/11/5 00:00,未申领,已申购,已支付
20240983,usr_611,***北京事业部,青岛,深度服****,员工,正式,2024/12/13 00:00,未申领,已申购,已支付
20240988,usr_612,***苏南事业部,苏州,深度服****,员工,正式,2024/12/9 00:00,未申领,已申购,已支付
20240993,usr_613,***苏南事业部,南通,深度服****,员工,正式,2024/12/8 00:00,未申领,未申购,
20240995,usr_614,***上海北区事业部,上海,深度服****,员工,正式,2024/12/11 00:00,未申领,未申购,
20240998,usr_615,***川渝事业部,成都,深度服****,员工,正式,2024/12/21 00:00,未申领,未申购,
20241110,usr_616,***浙江事业部,杭州,深度服****,员工,正式,2024/12/13 00:00,未申领,已申购,已支付
20241115,usr_617,***上海浦东事业部,上海,深度服****,员工,正式,2024/12/12 00:00,未申领,已申购,已支付
20241140,usr_618,***厦门事业部,泉州,深度服****,员工,正式,2024/12/24 00:00,未申领,未申购,
20241143,usr_619,***深圳事业部,深圳,深度服****,员工,正式,2024/12/14 00:00,未申领,已申购,已支付
20241202,usr_620,***厦门事业部,泉州,深度服****,员工,正式,2024/12/16 00:00,未申领,未申购,
20241215,usr_621,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2024/12/15 00:00,未申领,已申购,已支付
20241217,usr_622,***上海浦东事业部,上海,深度服****,员工,正式,2024/12/18 00:00,未申领,已申购,已支付
20241261,usr_623,***上海北区事业部,上海,深度服****,员工,正式,2024/12/20 00:00,未申领,未申购,
20241264,usr_624,***苏南事业部,苏州,深度服****,员工,正式,2024/12/21 00:00,未申领,未申购,
20241276,usr_625,***浙江事业部,杭州,深度服****,其他职员,正式,2019/4/9 00:00,未申领,已申购,已支付
20241285,usr_626,***苏北事业部,南京,深度服****,员工,正式,2025/11/8 00:00,未申领,已申购,已支付
20241334,usr_627,***浙江事业部,宁波,深度服****,员工,正式,2024/12/23 00:00,未申领,已申购,已支付
20241384,usr_628,***福州事业部,福州,深度服****,员工,正式,2025/12/10 00:00,未申领,已申购,已支付
20241410,usr_629,***苏南事业部,苏州,深度服****,员工,正式,2024/12/25 00:00,未申领,未申购,
20241411,usr_630,***上海浦西事业部,上海,深度服****,员工,正式,2024/12/26 00:00,未申领,已申购,已支付
20241414,usr_631,***浙江事业部,杭州,深度服****,员工,正式,2024/12/20 00:00,未申领,未申购,
20241428,usr_632,***川渝事业部,成都,深度服****,员工,正式,2024/12/24 00:00,未申领,未申购,
20241430,usr_633,***广佛事业部,佛山,深度服务城****,员工,正式,2025/3/13 00:00,未申领,未申购,
20241437,usr_634,***浙江事业部,宁波,深度服****,员工,正式,2024/12/23 00:00,未申领,未申购,
20241444,usr_635,***上海浦西事业部,上海,深度服****,员工,正式,2024/12/27 00:00,未申领,已申购,已支付
20241474,usr_636,***北京事业部,青岛,深度服****,员工,正式,2024/12/22 00:00,未申领,已申购,已支付
20241510,usr_637,***厦门事业部,泉州,深度服****,员工,正式,2024/12/31 00:00,未申领,未申购,
20241538,usr_638,***上海浦东事业部,上海,深度服****,员工,正式,2024/12/31 00:00,未申领,已申购,已支付
20241554,usr_639,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/20 00:00,未申领,已申购,已支付
20241555,usr_640,***川渝事业部,成都,深度服****,员工,正式,2025/1/1 00:00,未申领,未申购,
20241557,usr_641,***华中事业部,武汉,武汉深度服务****,员工,正式,2024/12/31 00:00,未申领,未申购,
20241629,usr_642,***广佛事业部,佛山,深度服务城****,员工,正式,2025/1/1 00:00,未申领,未申购,
20241634,usr_643,***浙江事业部,杭州,深度服****,员工,正式,2025/1/4 00:00,未申领,已申购,已支付
20241677,usr_644,***浙江事业部,杭州,家师傅杭州深度服****,员工,正式,2025/1/4 00:00,未申领,已申购,已支付
20241702,usr_645,***浙江事业部,宁波,深度服****,员工,正式,2025/1/5 00:00,未申领,未申购,
20241705,usr_646,***苏北事业部,南京,深度服****,员工,正式,2025/1/5 00:00,未申领,已申购,已支付
20241780,usr_647,***北京事业部,青岛,深度服****,员工,正式,2025/1/8 00:00,未申领,未申购,
20241888,usr_648,***川渝事业部,成都,深度服****,员工,正式,2025/1/15 00:00,未申领,未申购,
20241898,usr_649,***上海浦东事业部,上海,深度服****,员工,正式,2025/1/16 00:00,未申领,已申购,已支付
20241903,usr_650,***北京事业部,北京,深度服****,员工,正式,2025/1/21 00:00,未申领,未申购,
20241933,usr_651,***北京事业部,北京,深度服****,站长,正式,2021/9/27 00:00,未申领,已申购,已支付
20241969,usr_652,***厦门事业部,泉州,深度服****,员工,正式,2025/1/15 00:00,未申领,未申购,
20241974,usr_653,***厦门事业部,泉州,深度服****,员工,正式,2025/1/15 00:00,未申领,未申购,
20242020,usr_654,***川渝事业部,成都,深度服****,员工,正式,2025/1/17 00:00,未申领,未申购,
20242050,usr_655,***苏南事业部,南通,深度服****,员工,正式,2025/1/15 00:00,未申领,已申购,已支付
20242068,usr_656,***川渝事业部,成都,家师傅成都****,带单师父,正式,2025/1/20 00:00,未申领,已申购,已支付
20242099,usr_657,***上海浦西事业部,上海,深度服****,员工,正式,2025/1/23 00:00,未申领,已申购,已支付
20242150,usr_658,***上海北区事业部,上海,深度服****,员工,正式,2025/1/26 00:00,未申领,未申购,
20242221,usr_659,***浙江事业部,宁波,深度服****,员工,正式,2025/2/15 00:00,未申领,已申购,已支付
20242225,usr_660,***苏南事业部,南通,深度服****,员工,正式,2025/2/14 00:00,未申领,已申购,已支付
20242313,usr_661,***广佛事业部,广州,深度服****,员工,正式,2025/2/21 00:00,未申领,已申购,已支付
20242378,usr_662,***深圳事业部,深圳,深度服****,员工,正式,2025/2/18 00:00,未申领,已申购,已支付
20242387,usr_663,***川渝事业部,成都,深度服****,员工,正式,2025/3/3 00:00,未申领,未申购,
20242414,usr_664,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/2/24 00:00,未申领,已申购,已支付
20242442,usr_665,***北京事业部,青岛,家师傅青岛****,员工,正式,2025/2/20 00:00,未申领,已申购,已支付
20242526,usr_666,***北京事业部,北京,深度服务****,员工,正式,2025/2/20 00:00,未申领,已申购,已支付
20242676,usr_667,***苏北事业部,南京,深度服****,员工,正式,2025/2/25 00:00,未申领,已申购,已支付
20242716,usr_668,***华中事业部,武汉,武汉深度服务****,员工,正式,2025/3/7 00:00,未申领,已申购,已支付
20242722,usr_669,***广佛事业部,佛山,深度服务城****,员工,正式,2025/3/12 00:00,未申领,未申购,
20242759,usr_670,***深圳事业部,深圳,深度服****,员工,正式,2025/2/25 00:00,未申领,已申购,已支付
20242774,usr_671,***华中事业部,武汉,武汉深度服务****,员工,正式,2025/3/13 00:00,未申领,未申购,
20242797,usr_672,***深圳事业部,深圳,家师傅深圳****,站长,正式,2025/2/27 00:00,未申领,已申购,已支付
20242888,usr_673,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/2/25 00:00,未申领,已申购,已支付
20242892,usr_674,***川渝事业部,成都,深度服****,员工,正式,2025/3/15 00:00,未申领,未申购,
20243111,usr_675,***华中事业部,武汉,武汉深度服务****,员工,正式,2025/3/12 00:00,未申领,未申购,
20243172,usr_676,***川渝事业部,重庆,重庆家师****,员工,正式,2025/3/5 00:00,未申领,未申购,
20243173,usr_677,***川渝事业部,重庆,重庆家师****,员工,正式,2025/3/4 00:00,未申领,未申购,
20243191,usr_678,***上海北区事业部,上海,深度服****,员工,正式,2025/3/11 00:00,未申领,已申购,已支付
20243192,usr_679,***上海北区事业部,上海,深度服****,员工,正式,2025/3/11 00:00,未申领,已申购,已支付
20243210,usr_680,***厦门事业部,泉州,深度服****,员工,正式,2025/3/22 00:00,未申领,已申购,已支付
20243247,usr_681,***华中事业部,长沙,家师傅长沙维修****,储备培训师,正式,2025/3/26 00:00,未申领,已申购,已支付
20243248,usr_682,***华中事业部,长沙,深度服****,员工,正式,2025/4/2 00:00,未申领,已申购,已支付
20243306,usr_683,***川渝事业部,重庆,重庆家师****,员工,正式,2025/3/14 00:00,未申领,已申购,已支付
20243318,usr_684,***浙江事业部,宁波,深度服****,员工,正式,2025/3/15 00:00,未申领,已申购,已支付
20243372,usr_685,***上海北区事业部,上海,深度服****,员工,正式,2025/3/11 00:00,未申领,已申购,已支付
20243386,usr_686,***川渝事业部,重庆,重庆家师****,员工,正式,2025/3/15 00:00,未申领,已申购,已支付
20243401,usr_687,***收纳即刻事业部,上海,上海收纳****,员工,正式,2025/4/7 00:00,未申领,已申购,已支付
20243402,usr_688,***收纳即刻事业部,上海,上海收纳****,员工,正式,2025/3/24 00:00,未申领,已申购,已支付
20243408,usr_689,***广佛事业部,佛山,深度服务城****,员工,正式,2025/3/19 00:00,未申领,未申购,
20243486,usr_690,***上海北区事业部,上海,深度服****,员工,正式,2025/4/18 00:00,未申领,已申购,已支付
20243499,usr_691,***苏北事业部,南京,深度服****,员工,正式,2025/4/7 00:00,未申领,未申购,
20243583,usr_692,***上海浦东事业部,上海,深度服****,员工,正式,2025/3/23 00:00,未申领,已申购,已支付
20243598,usr_693,***华中事业部,武汉,武汉深度服务****,员工,正式,2025/4/8 00:00,未申领,未申购,
20243625,usr_694,***北京事业部,北京,家师傅北京****,员工,正式,2025/3/21 00:00,未申领,已申购,已支付
20243629,usr_695,***苏北事业部,南京,深度服****,员工,正式,2025/3/30 00:00,未申领,已申购,已支付
20243665,usr_696,***苏南事业部,苏州,深度服****,员工,正式,2025/3/17 00:00,未申领,已申购,已支付
20243671,usr_697,***上海北区事业部,上海,深度服****,员工,正式,2025/3/20 00:00,未申领,已申购,已支付
20243706,usr_698,***福州事业部,福州,家师傅福州****,员工,正式,2025/3/18 00:00,未申领,已申购,已支付
20243727,usr_699,***北京事业部,北京,家师傅北京****,员工,正式,2025/3/22 00:00,未申领,已申购,已支付
20243738,usr_700,***华中事业部,武汉,武汉深度服务****,员工,正式,2025/3/31 00:00,未申领,未申购,
20243742,usr_701,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/4/3 00:00,未申领,已申购,已支付
20243768,usr_702,***川渝事业部,成都,深度服****,储备培训师,正式,2025/3/31 00:00,未申领,已申购,已支付
20243772,usr_703,***苏南事业部,南通,深度服****,员工,正式,2025/3/25 00:00,未申领,未申购,
20243834,usr_704,***广佛事业部,广州,家师傅深度服****,员工,正式,2025/3/25 00:00,未申领,未申购,
20243843,usr_705,***苏南事业部,苏州,深度服****,员工,正式,2025/3/24 00:00,未申领,已申购,已支付
20243881,usr_706,***浙江事业部,宁波,家师傅宁波****,员工,正式,2025/4/4 00:00,未申领,已申购,已支付
20243925,usr_707,***川渝事业部,重庆,重庆家师****,员工,正式,2025/4/3 00:00,未申领,已申购,已支付
20243936,usr_708,***北京事业部,北京,家师傅北京****,带单师父,正式,2025/4/4 00:00,未申领,已申购,已支付
20243955,usr_709,***深圳事业部,深圳,深度服****,员工,正式,2025/3/26 00:00,未申领,已申购,已支付
20243970,usr_710,***苏南事业部,苏州,深度服****,员工,正式,2025/3/28 00:00,未申领,未申购,
20243976,usr_711,***华中事业部,长沙,深度服****,员工,正式,2025/3/26 00:00,未申领,未申购,
20244020,usr_712,***华中事业部,武汉,武汉深度服务****,员工,正式,2025/4/7 00:00,未申领,未申购,
20244067,usr_713,***川渝事业部,重庆,重庆家师****,员工,正式,2025/4/3 00:00,未申领,未申购,
20244069,usr_714,***川渝事业部,重庆,重庆家师****,员工,正式,2025/4/22 00:00,未申领,未申购,
20244072,usr_715,***苏南事业部,苏州,深度服****,员工,正式,2025/4/15 00:00,未申领,未申购,
20244079,usr_716,***广佛事业部,广州,深度服****,员工,正式,2025/4/2 00:00,未申领,已申购,已支付
20244081,usr_717,***广佛事业部,广州,深度服****,员工,正式,2025/4/2 00:00,未申领,未申购,
20244144,usr_718,***深圳事业部,深圳,家师傅深圳****,带单师父,正式,2025/4/8 00:00,未申领,已申购,已支付
20244151,usr_719,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/4/12 00:00,未申领,已申购,已支付
20244230,usr_720,***收纳即刻事业部,北京,北京收纳****,员工,正式,2025/4/25 00:00,未申领,已申购,已支付
20244239,usr_721,***上海北区事业部,上海,深度服****,员工,正式,2025/4/17 00:00,未申领,未申购,
20244255,usr_722,***浙江事业部,杭州,深度服****,员工,正式,2025/4/19 00:00,未申领,已申购,已支付
20244291,usr_723,***上海浦东事业部,上海,深度服****,员工,正式,2025/4/17 00:00,未申领,已申购,已支付
20244336,usr_724,***上海北区事业部,上海,深度服****,员工,正式,2025/4/25 00:00,未申领,未申购,
20244358,usr_725,***苏南事业部,南通,深度服****,员工,正式,2025/4/16 00:00,未申领,未申购,
20244432,usr_726,***苏南事业部,苏州,深度服****,员工,正式,2025/4/27 00:00,未申领,未申购,
20244474,usr_727,***川渝事业部,重庆,重庆家师****,员工,正式,2025/4/29 00:00,未申领,未申购,
20244492,usr_728,***福州事业部,福州,家师傅福州****,员工,正式,2025/4/23 00:00,未申领,已申购,已支付
20244503,usr_729,***上海北区事业部,上海,深度服****,员工,正式,2025/4/22 00:00,未申领,已申购,已支付
20244505,usr_730,***华中事业部,长沙,深度服****,员工,正式,2025/4/24 00:00,未申领,已申购,已支付
20244509,usr_731,***广佛事业部,广州,深度服****,员工,正式,2025/4/24 00:00,未申领,已申购,已支付
20244520,usr_732,***浙江事业部,宁波,家师傅宁波****,员工,正式,2025/4/22 00:00,未申领,已申购,已支付
20244548,usr_733,***川渝事业部,成都,深度服****,员工,正式,2025/4/27 00:00,未申领,未申购,
20244562,usr_734,***华中事业部,武汉,武汉深度服务****,员工,正式,2025/5/2 00:00,未申领,未申购,
20244587,usr_735,***浙江事业部,宁波,深度服****,员工,正式,2025/4/30 00:00,未申领,已申购,已支付
20244592,usr_736,***苏南事业部,苏州,深度服****,员工,正式,2025/5/16 00:00,未申领,未申购,
20244595,usr_737,***上海浦西事业部,上海,家师傅上海浦西****,员工,正式,2025/4/27 00:00,未申领,已申购,已支付
20244596,usr_738,***上海浦西事业部,上海,深度服****,员工,正式,2025/4/28 00:00,未申领,已申购,已支付
20244624,usr_739,***广佛事业部,广州,深度服****,员工,正式,2025/5/1 00:00,未申领,已申购,已支付
20244629,usr_740,***浙江事业部,杭州,家师傅杭州深度服****,员工,正式,2025/5/1 00:00,未申领,已申购,已支付
20244632,usr_741,***浙江事业部,宁波,深度服****,员工,正式,2025/4/28 00:00,未申领,已申购,已支付
20244633,usr_742,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/5/1 00:00,未申领,已申购,已支付
20244641,usr_743,***北京事业部,北京,家师傅北京****,带单师父,正式,2025/4/28 00:00,未申领,已申购,已支付
20244649,usr_744,***川渝事业部,成都,家师傅成都****,其他职员,正式,2025/5/6 00:00,未申领,已申购,已支付
20244664,usr_745,***华中事业部,武汉,武汉深度服务****,员工,正式,2025/5/7 00:00,未申领,未申购,
20244673,usr_746,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/5/7 00:00,未申领,已申购,已支付
20244686,usr_747,***川渝事业部,成都,深度服****,员工,正式,2025/5/8 00:00,未申领,已申购,已支付
