订单年月日,订单年月,is_ot,ot_official,科目,线索量,约课量,试听完课量,新签订单量
2024-03-19,2024-03,1,0,English,8,2,2,3
2024-03-19,2024-03,0,0,Math,0,0,0,4
2024-03-19,2024-03,0,0,Music,0,0,0,5
2024-03-18,2024-03,0,0,Chinese,459,156,130,31
2024-03-18,2024-03,0,0,English,85,57,45,9
2024-03-18,2024-03,1,0,Chinese,39,20,16,0
2024-03-18,2024-03,1,1,Chinese,28,6,5,7
2024-03-18,2024-03,1,0,English,6,5,4,1
2024-03-18,2024-03,1,0,Music,0,0,0,1
2024-03-18,2024-03,0,0,Music,0,0,0,16
2024-03-18,2024-03,0,0,Math,0,0,0,0
2024-03-18,2024-03,1,0,Math,0,0,0,1
2024-03-17,2024-03,0,0,Chinese,342,123,99,21
2024-03-17,2024-03,0,0,English,40,36,32,31
2024-03-17,2024-03,1,0,Chinese,58,31,28,1
2024-03-17,2024-03,1,1,Chinese,19,6,6,0
2024-03-17,2024-03,1,0,English,3,2,2,4
2024-03-17,2024-03,0,0,Music,0,0,0,8
2024-03-17,2024-03,1,1,English,0,0,0,0
2024-03-17,2024-03,0,0,Math,0,0,0,12
2024-03-16,2024-03,0,0,Chinese,298,100,86,36
2024-03-16,2024-03,0,0,English,79,37,31,35
2024-03-16,2024-03,1,0,Chinese,59,34,28,0
2024-03-16,2024-03,1,1,Chinese,18,9,8,3
2024-03-16,2024-03,1,0,English,2,1,1,10
2024-03-16,2024-03,0,0,Music,0,0,0,8
2024-03-16,2024-03,1,1,English,0,0,0,0
2024-03-16,2024-03,0,0,Math,0,0,0,7
2024-03-15,2024-03,0,0,Chinese,491,153,125,29
2024-03-15,2024-03,0,0,English,75,48,42,20
2024-03-15,2024-03,1,0,Chinese,41,20,15,0
2024-03-15,2024-03,1,1,Chinese,21,7,6,2
2024-03-15,2024-03,1,0,English,3,3,3,1
2024-03-15,2024-03,0,0,Music,0,0,0,3
2024-03-15,2024-03,0,0,Math,0,0,0,10
2024-03-15,2024-03,1,1,English,0,0,0,1
2024-03-14,2024-03,0,0,Chinese,389,150,130,25
2024-03-14,2024-03,0,0,English,52,41,34,19
2024-03-14,2024-03,1,0,Chinese,73,19,17,0
2024-03-14,2024-03,1,1,Chinese,31,7,6,2
2024-03-14,2024-03,1,0,English,7,5,5,4
2024-03-14,2024-03,0,0,Music,0,0,0,7
2024-03-14,2024-03,0,0,Math,0,0,0,4
2024-03-13,2024-03,0,0,Chinese,459,158,127,15
2024-03-13,2024-03,0,0,English,52,35,28,250
2024-03-13,2024-03,1,0,Chinese,42,24,24,0
2024-03-13,2024-03,1,1,Chinese,19,7,7,1
2024-03-13,2024-03,1,0,English,6,4,2,8
2024-03-13,2024-03,0,0,Music,0,0,0,10
2024-03-13,2024-03,0,0,Math,0,0,0,3
2024-03-13,2024-03,1,0,Math,0,0,0,0
2024-03-12,2024-03,0,0,Chinese,311,100,83,13
2024-03-12,2024-03,0,0,English,62,47,45,23
2024-03-12,2024-03,1,0,Chinese,66,36,32,0
2024-03-12,2024-03,1,1,Chinese,16,6,6,4
2024-03-12,2024-03,1,0,English,8,4,3,4
2024-03-12,2024-03,0,0,Music,0,0,0,25
2024-03-12,2024-03,0,0,Math,0,0,0,1
2024-03-12,2024-03,1,0,Music,0,0,0,0
2024-03-12,2024-03,1,1,English,0,0,0,0
2024-03-12,2024-03,1,0,Math,0,0,0,2
2024-03-11,2024-03,0,0,Chinese,751,362,320,51
2024-03-11,2024-03,1,0,Chinese,129,49,40,2
2024-03-11,2024-03,0,0,English,44,34,33,12
2024-03-11,2024-03,1,1,Chinese,16,6,6,8
2024-03-11,2024-03,1,0,English,6,2,2,0
2024-03-11,2024-03,0,0,Math,0,0,0,4
2024-03-11,2024-03,0,0,Music,0,0,0,19
2024-03-11,2024-03,1,0,Math,0,0,0,1
2024-03-10,2024-03,0,0,Chinese,601,215,184,25
2024-03-10,2024-03,0,0,English,34,27,22,23
2024-03-10,2024-03,1,0,Chinese,30,11,11,2
2024-03-10,2024-03,1,1,Chinese,19,5,5,1
2024-03-10,2024-03,1,0,English,4,4,3,6
2024-03-10,2024-03,0,0,Math,0,0,0,3
2024-03-10,2024-03,0,0,Music,0,0,0,15
2024-03-10,2024-03,1,0,Music,0,0,0,2
2024-03-09,2024-03,0,0,Chinese,426,156,135,32
2024-03-09,2024-03,1,0,Chinese,170,95,77,3
2024-03-09,2024-03,0,0,English,38,29,28,33
2024-03-09,2024-03,1,0,English,19,11,10,3
2024-03-09,2024-03,1,1,Chinese,11,7,7,1
2024-03-09,2024-03,0,0,Math,0,0,0,22
2024-03-09,2024-03,0,0,Music,0,0,0,13
2024-03-09,2024-03,1,0,Music,0,0,0,2
2024-03-08,2024-03,0,0,Chinese,373,114,92,30
2024-03-08,2024-03,0,0,English,81,61,43,24
2024-03-08,2024-03,1,0,English,46,14,8,1
2024-03-08,2024-03,1,0,Chinese,24,10,10,1
2024-03-08,2024-03,1,1,Chinese,12,4,4,2
2024-03-08,2024-03,0,0,Math,0,0,0,6
2024-03-08,2024-03,0,0,Music,0,0,0,11
2024-03-08,2024-03,1,0,Music,0,0,0,2
2024-03-08,2024-03,1,0,Math,0,0,0,1
2024-03-07,2024-03,0,0,Chinese,303,136,116,15
2024-03-07,2024-03,0,0,English,52,44,36,11
2024-03-07,2024-03,1,0,English,39,22,20,3
2024-03-07,2024-03,1,0,Chinese,21,9,9,0
2024-03-07,2024-03,1,1,Chinese,26,8,7,3
2024-03-07,2024-03,0,0,Music,0,0,0,10
2024-03-07,2024-03,0,0,Math,0,0,0,7
2024-03-06,2024-03,0,0,Chinese,352,126,106,19
2024-03-06,2024-03,0,0,English,50,45,44,17
2024-03-06,2024-03,1,0,English,39,25,18,5
2024-03-06,2024-03,1,1,Chinese,27,7,6,0
2024-03-06,2024-03,1,0,Chinese,15,4,4,0
2024-03-06,2024-03,0,0,Music,0,0,0,7
2024-03-06,2024-03,0,0,Math,0,0,0,9
2024-03-05,2024-03,0,0,Chinese,325,97,79,11
2024-03-05,2024-03,0,0,English,70,56,48,15
2024-03-05,2024-03,1,0,English,66,39,32,2
2024-03-05,2024-03,1,1,Chinese,18,4,4,2
2024-03-05,2024-03,1,0,Chinese,16,3,2,1
2024-03-05,2024-03,0,0,Math,0,0,0,3
2024-03-05,2024-03,0,0,Music,0,0,0,10
2024-03-04,2024-03,0,0,Chinese,581,123,108,36
2024-03-04,2024-03,0,0,English,92,66,58,22
2024-03-04,2024-03,1,0,English,47,25,23,3
2024-03-04,2024-03,1,1,Chinese,33,12,8,1
2024-03-04,2024-03,1,0,Chinese,32,9,9,0
2024-03-04,2024-03,1,1,English,0,0,0,0
2024-03-04,2024-03,0,0,Math,0,0,0,8
2024-03-04,2024-03,0,0,Music,0,0,0,8
2024-03-03,2024-03,0,0,Chinese,293,110,91,30
2024-03-03,2024-03,0,0,English,231,109,95,12
2024-03-03,2024-03,1,1,Chinese,24,7,6,1
2024-03-03,2024-03,1,0,Chinese,19,6,5,4
2024-03-03,2024-03,0,0,Math,0,0,0,4
2024-03-03,2024-03,1,0,Music,0,0,0,2
2024-03-03,2024-03,0,0,Music,0,0,0,15
2024-03-02,2024-03,0,0,Chinese,222,112,95,26
2024-03-02,2024-03,0,0,English,40,33,32,14
2024-03-02,2024-03,1,0,Chinese,21,11,9,1
2024-03-02,2024-03,1,1,Chinese,34,6,3,0
2024-03-02,2024-03,1,0,English,5,3,3,4
2024-03-02,2024-03,0,0,Math,0,0,0,4
2024-03-02,2024-03,0,0,Music,0,0,0,13
2024-03-01,2024-03,0,0,Chinese,248,85,63,23
2024-03-01,2024-03,0,0,English,66,51,39,35
2024-03-01,2024-03,1,0,English,35,24,19,5
2024-03-01,2024-03,1,0,Chinese,22,7,7,0
2024-03-01,2024-03,1,1,Chinese,34,5,5,3
2024-03-01,2024-03,0,0,Math,0,0,0,3
2024-03-01,2024-03,1,0,Music,0,0,0,3
2024-03-01,2024-03,0,0,Music,0,0,0,9
2024-02-29,2024-02,0,0,Chinese,763,140,106,75
2024-02-29,2024-02,0,0,English,61,48,41,19
2024-02-29,2024-02,1,0,Chinese,29,7,7,1
2024-02-29,2024-02,1,1,Chinese,28,7,7,3
2024-02-29,2024-02,1,0,English,9,5,5,3
2024-02-29,2024-02,0,0,Music,0,0,0,9
2024-02-29,2024-02,0,0,Math,0,0,0,12
2024-02-28,2024-02,0,0,Chinese,400,132,114,28
2024-02-28,2024-02,0,0,English,52,29,25,14
2024-02-28,2024-02,1,0,Chinese,22,11,10,1
2024-02-28,2024-02,1,1,Chinese,36,5,4,4
2024-02-28,2024-02,1,0,English,9,5,5,2
2024-02-28,2024-02,0,0,Music,0,0,0,8
2024-02-28,2024-02,0,0,Math,0,0,0,5
2024-02-28,2024-02,1,0,Music,0,0,0,1
2024-02-27,2024-02,0,0,Chinese,586,141,111,25
2024-02-27,2024-02,0,0,English,64,47,39,17
2024-02-27,2024-02,1,0,English,27,14,13,2
2024-02-27,2024-02,1,0,Chinese,28,13,13,2
2024-02-27,2024-02,1,1,Chinese,52,13,11,2
2024-02-27,2024-02,1,0,Music,0,0,0,1
2024-02-27,2024-02,0,0,Music,0,0,0,4
2024-02-27,2024-02,0,0,Math,0,0,0,7
2024-02-26,2024-02,0,0,Chinese,572,175,147,46
2024-02-26,2024-02,0,0,English,85,52,45,8
2024-02-26,2024-02,1,0,Chinese,29,16,16,2
2024-02-26,2024-02,1,0,English,22,12,12,2
2024-02-26,2024-02,1,1,Chinese,32,7,5,1
2024-02-26,2024-02,1,0,Music,0,0,0,1
2024-02-26,2024-02,0,0,Music,0,0,0,8
2024-02-26,2024-02,1,0,Math,0,0,0,0
2024-02-26,2024-02,0,0,Math,0,0,0,9
2024-02-25,2024-02,0,0,Chinese,462,147,114,42
2024-02-25,2024-02,0,0,English,26,18,16,18
2024-02-25,2024-02,1,1,Chinese,35,9,9,2
2024-02-25,2024-02,1,0,Chinese,35,5,5,3
2024-02-25,2024-02,1,0,Music,0,0,0,1
2024-02-25,2024-02,0,0,Music,0,0,0,7
2024-02-25,2024-02,1,0,Math,0,0,0,1
2024-02-25,2024-02,0,0,Math,0,0,0,8
2024-02-24,2024-02,0,0,Chinese,231,79,69,34
2024-02-24,2024-02,0,0,English,39,29,27,9
2024-02-24,2024-02,1,1,Chinese,26,5,4,2
2024-02-24,2024-02,1,0,English,5,4,3,1
2024-02-24,2024-02,1,0,Chinese,18,3,3,0
2024-02-24,2024-02,0,0,Music,0,0,0,5
2024-02-24,2024-02,0,0,Math,0,0,0,2
2024-02-23,2024-02,0,0,Chinese,322,121,105,35
2024-02-23,2024-02,0,0,English,74,55,48,15
2024-02-23,2024-02,1,0,Chinese,47,16,16,0
2024-02-23,2024-02,1,0,English,15,13,9,1
2024-02-23,2024-02,1,1,Chinese,53,6,6,2
2024-02-23,2024-02,0,0,Math,0,0,0,3
2024-02-23,2024-02,0,0,Music,0,0,0,7
2024-02-22,2024-02,0,0,Chinese,326,78,70,26
2024-02-22,2024-02,0,0,English,57,45,37,10
2024-02-22,2024-02,1,0,English,9,9,8,2
2024-02-22,2024-02,1,0,Chinese,25,7,5,0
2024-02-22,2024-02,1,1,Chinese,34,4,4,2
2024-02-22,2024-02,1,1,Math,0,0,0,1
2024-02-22,2024-02,0,0,Music,0,0,0,4
2024-02-22,2024-02,0,0,Math,0,0,0,2
2024-02-21,2024-02,0,0,Chinese,218,94,83,24
2024-02-21,2024-02,0,0,English,94,59,48,14
2024-02-21,2024-02,1,0,Chinese,19,9,9,2
2024-02-21,2024-02,1,1,Chinese,26,6,5,2
2024-02-21,2024-02,1,0,English,8,4,2,2
2024-02-21,2024-02,1,0,Music,0,0,0,1
2024-02-21,2024-02,0,0,Music,0,0,0,8
2024-02-21,2024-02,0,0,Math,0,0,0,9
2024-02-20,2024-02,0,0,Chinese,382,103,88,26
2024-02-20,2024-02,0,0,English,30,21,17,11
2024-02-20,2024-02,1,0,Chinese,29,9,8,1
2024-02-20,2024-02,1,1,Chinese,28,7,7,3
2024-02-20,2024-02,1,0,English,8,5,4,3
2024-02-20,2024-02,0,0,Music,0,0,0,7
2024-02-20,2024-02,0,0,Math,0,0,0,4
2024-02-19,2024-02,0,0,Chinese,649,133,107,32
2024-02-19,2024-02,0,0,English,23,15,13,13
2024-02-19,2024-02,1,1,Chinese,43,12,11,1
2024-02-19,2024-02,1,0,English,11,7,7,0
2024-02-19,2024-02,1,0,Chinese,30,5,4,0
2024-02-19,2024-02,0,0,Music,0,0,0,7
2024-02-19,2024-02,0,0,Math,0,0,0,11
2024-02-18,2024-02,0,0,Chinese,662,130,113,16
2024-02-18,2024-02,0,0,English,140,78,62,5
2024-02-18,2024-02,1,0,English,20,12,11,3
2024-02-18,2024-02,1,0,Chinese,20,8,8,0
2024-02-18,2024-02,1,1,Chinese,29,3,3,0
2024-02-18,2024-02,0,0,Music,0,0,0,2
2024-02-17,2024-02,0,0,Chinese,142,53,46,25
2024-02-17,2024-02,0,0,English,13,9,9,4
2024-02-17,2024-02,1,1,Chinese,24,5,5,3
2024-02-17,2024-02,1,0,Chinese,13,4,4,1
2024-02-17,2024-02,1,0,English,2,0,0,0
2024-02-17,2024-02,0,0,Math,0,0,0,2
2024-02-16,2024-02,0,0,Chinese,102,45,38,13
2024-02-16,2024-02,0,0,English,11,8,8,2
2024-02-16,2024-02,1,1,Chinese,29,7,7,2
2024-02-16,2024-02,1,0,Chinese,10,3,3,0
2024-02-16,2024-02,0,0,Math,0,0,0,1
2024-02-15,2024-02,0,0,Chinese,94,25,22,22
2024-02-15,2024-02,1,1,Chinese,25,8,8,0
2024-02-15,2024-02,0,0,English,9,6,5,1
2024-02-15,2024-02,1,0,Chinese,7,2,1,0
2024-02-15,2024-02,1,0,English,1,1,1,0
2024-02-14,2024-02,0,0,Chinese,67,22,17,19
2024-02-14,2024-02,1,1,Chinese,21,3,3,0
2024-02-14,2024-02,1,0,English,3,3,3,0
2024-02-14,2024-02,1,0,Chinese,10,3,3,1
2024-02-14,2024-02,0,0,English,3,2,2,1
2024-02-13,2024-02,0,0,Chinese,131,33,28,11
2024-02-13,2024-02,1,0,Chinese,8,4,4,1
2024-02-13,2024-02,1,1,Chinese,25,3,2,0
2024-02-13,2024-02,0,0,English,5,2,2,2
2024-02-12,2024-02,0,0,Chinese,537,91,64,13
2024-02-12,2024-02,1,1,Chinese,25,7,7,1
2024-02-12,2024-02,1,0,Chinese,12,6,5,0
2024-02-12,2024-02,0,0,English,5,2,2,0
2024-02-12,2024-02,1,0,English,1,1,1,0
2024-02-12,2024-02,0,0,Math,0,0,0,1
2024-02-11,2024-02,0,0,Chinese,243,42,33,11
2024-02-11,2024-02,1,1,Chinese,19,3,3,0
2024-02-11,2024-02,1,0,Chinese,9,3,3,1
2024-02-11,2024-02,1,0,Math,0,0,0,1
2024-02-10,2024-02,0,0,Chinese,106,15,14,2
2024-02-10,2024-02,0,0,English,3,3,3,0
2024-02-10,2024-02,1,1,Chinese,12,2,1,0
2024-02-10,2024-02,1,0,Chinese,9,1,1,2
2024-02-10,2024-02,1,0,English,1,0,0,1
2024-02-10,2024-02,0,0,Math,0,0,0,1
2024-02-09,2024-02,0,0,Chinese,99,17,14,10
2024-02-09,2024-02,1,0,Chinese,7,5,4,1
2024-02-09,2024-02,1,0,English,3,3,2,0
2024-02-09,2024-02,0,0,English,4,3,3,0
2024-02-09,2024-02,1,1,Chinese,16,1,1,1
2024-02-09,2024-02,1,1,English,0,0,0,1
2024-02-09,2024-02,0,0,Math,0,0,0,1
2024-02-09,2024-02,1,0,Math,0,0,0,1
2024-02-08,2024-02,0,0,Chinese,79,25,23,17
2024-02-08,2024-02,0,0,English,14,6,6,3
2024-02-08,2024-02,1,1,Chinese,21,4,4,2
2024-02-08,2024-02,1,0,Chinese,12,3,2,1
2024-02-08,2024-02,1,0,English,3,2,1,1
2024-02-08,2024-02,0,0,Math,0,0,0,2
2024-02-08,2024-02,0,0,Music,0,0,0,1
2024-02-08,2024-02,1,0,Math,0,0,0,1
2024-02-07,2024-02,0,0,Chinese,142,37,33,12
2024-02-07,2024-02,1,0,English,9,7,5,1
2024-02-07,2024-02,1,0,Chinese,13,6,6,1
2024-02-07,2024-02,0,0,English,19,5,4,3
2024-02-07,2024-02,1,1,Chinese,26,3,3,3
2024-02-07,2024-02,0,0,Math,0,0,0,3
2024-02-06,2024-02,0,0,Chinese,159,53,52,20
2024-02-06,2024-02,0,0,English,23,12,12,5
2024-02-06,2024-02,1,0,Chinese,26,7,5,1
2024-02-06,2024-02,1,1,Chinese,21,2,2,2
2024-02-06,2024-02,1,0,English,1,1,1,0
2024-02-06,2024-02,0,0,Math,0,0,0,3
2024-02-06,2024-02,0,0,Music,0,0,0,4
2024-02-05,2024-02,0,0,Chinese,482,104,90,31
2024-02-05,2024-02,0,0,English,35,16,13,7
2024-02-05,2024-02,1,0,Chinese,21,7,5,1
2024-02-05,2024-02,1,1,Chinese,27,5,5,0
2024-02-05,2024-02,1,0,English,2,0,0,0
2024-02-05,2024-02,0,0,Music,0,0,0,3
2024-02-05,2024-02,0,0,Math,0,0,0,1
2024-02-04,2024-02,0,0,Chinese,886,245,212,31
2024-02-04,2024-02,0,0,English,51,14,5,9
2024-02-04,2024-02,1,1,Chinese,24,6,5,1
2024-02-04,2024-02,1,0,Chinese,16,5,5,1
2024-02-04,2024-02,1,0,English,6,4,2,1
2024-02-04,2024-02,0,0,Math,0,0,0,2
2024-02-04,2024-02,0,0,Music,0,0,0,5
2024-02-03,2024-02,0,0,Chinese,241,75,63,22
2024-02-03,2024-02,0,0,English,16,13,9,32
2024-02-03,2024-02,1,0,Chinese,28,5,3,0
2024-02-03,2024-02,1,1,Chinese,24,4,4,1
2024-02-03,2024-02,1,0,English,2,1,1,0
2024-02-03,2024-02,0,0,Math,0,0,0,1
2024-02-03,2024-02,1,1,English,0,0,0,0
2024-02-03,2024-02,0,0,Music,0,0,0,3
2024-02-02,2024-02,0,0,Chinese,204,80,70,12
2024-02-02,2024-02,0,0,English,14,10,9,13
2024-02-02,2024-02,1,0,Chinese,22,9,8,2
2024-02-02,2024-02,1,0,English,10,6,6,0
2024-02-02,2024-02,1,1,Chinese,16,5,4,2
2024-02-02,2024-02,0,0,Math,0,0,0,2
2024-02-02,2024-02,1,0,Music,0,0,0,1
2024-02-02,2024-02,0,0,Music,0,0,0,3
2024-02-01,2024-02,0,0,Chinese,277,55,47,18
2024-02-01,2024-02,0,0,English,29,21,20,15
2024-02-01,2024-02,1,0,English,23,16,13,1
2024-02-01,2024-02,1,1,Chinese,23,6,6,3
2024-02-01,2024-02,1,0,Chinese,12,3,3,1
2024-02-01,2024-02,0,0,Math,0,0,0,3
2024-02-01,2024-02,0,0,Music,0,0,0,1
2024-01-31,2024-01,0,0,Chinese,513,139,110,108
2024-01-31,2024-01,0,0,English,104,46,30,31
2024-01-31,2024-01,1,1,Chinese,24,6,5,4
2024-01-31,2024-01,1,0,English,5,3,2,5
2024-01-31,2024-01,1,0,Chinese,17,2,2,3
2024-01-31,2024-01,0,0,Music,0,0,0,20
2024-01-31,2024-01,0,0,Math,0,0,0,5
2024-01-30,2024-01,0,0,Chinese,520,128,104,50
2024-01-30,2024-01,0,0,English,85,52,38,18
2024-01-30,2024-01,1,0,Chinese,25,6,6,0
2024-01-30,2024-01,1,1,Chinese,23,5,5,2
2024-01-30,2024-01,0,0,Music,0,0,0,4
2024-01-30,2024-01,0,0,Math,0,0,0,2
2024-01-29,2024-01,0,0,Chinese,433,186,151,44
2024-01-29,2024-01,0,0,English,67,45,40,19
2024-01-29,2024-01,1,0,English,19,11,6,1
2024-01-29,2024-01,1,1,Chinese,37,11,10,3
2024-01-29,2024-01,1,0,Chinese,24,6,6,1
2024-01-29,2024-01,1,1,English,0,0,0,1
2024-01-29,2024-01,0,0,Music,0,0,0,5
2024-01-29,2024-01,1,0,Music,0,0,0,1
2024-01-28,2024-01,0,0,Chinese,473,105,82,36
2024-01-28,2024-01,0,0,English,109,56,45,29
2024-01-28,2024-01,1,1,Chinese,27,5,4,3
2024-01-28,2024-01,1,0,English,3,2,1,1
2024-01-28,2024-01,1,0,Chinese,13,1,1,0
2024-01-28,2024-01,1,1,Math,0,0,0,1
2024-01-28,2024-01,0,0,Math,0,0,0,2
2024-01-28,2024-01,0,0,Music,0,0,0,3
2024-01-28,2024-01,1,0,Music,0,0,0,1
2024-01-27,2024-01,0,0,Chinese,311,102,83,38
2024-01-27,2024-01,0,0,English,28,23,20,19
2024-01-27,2024-01,1,1,Chinese,23,8,8,1
2024-01-27,2024-01,1,0,Chinese,17,5,4,1
2024-01-27,2024-01,0,0,Math,0,0,0,4
2024-01-27,2024-01,1,0,Math,0,0,0,1
2024-01-27,2024-01,0,0,Music,0,0,0,3
2024-01-26,2024-01,0,0,Chinese,339,124,100,37
2024-01-26,2024-01,0,0,English,52,40,35,16
2024-01-26,2024-01,1,0,Chinese,19,6,5,0
2024-01-26,2024-01,1,0,English,11,6,3,0
2024-01-26,2024-01,1,1,Chinese,22,5,5,4
2024-01-26,2024-01,0,0,Math,0,0,0,8
2024-01-26,2024-01,1,1,English,0,0,0,1
2024-01-26,2024-01,1,0,Music,0,0,0,1
2024-01-26,2024-01,1,0,Math,0,0,0,1
2024-01-26,2024-01,0,0,Music,0,0,0,4
2024-01-25,2024-01,0,0,Chinese,413,153,121,36
2024-01-25,2024-01,0,0,English,67,49,39,27
2024-01-25,2024-01,1,0,English,11,7,5,3
2024-01-25,2024-01,1,0,Chinese,22,6,6,0
2024-01-25,2024-01,1,1,Chinese,20,2,1,3
2024-01-25,2024-01,0,0,Math,0,0,0,1
2024-01-25,2024-01,1,0,Math,0,0,0,1
2024-01-25,2024-01,0,0,Music,0,0,0,3
2024-01-24,2024-01,0,0,Chinese,407,152,124,31
2024-01-24,2024-01,0,0,English,39,28,23,20
2024-01-24,2024-01,1,0,Chinese,24,11,11,2
2024-01-24,2024-01,1,1,Chinese,35,7,7,2
2024-01-24,2024-01,1,0,English,10,7,5,3
2024-01-24,2024-01,0,0,Math,0,0,0,3
2024-01-24,2024-01,0,0,Music,0,0,0,8
2024-01-23,2024-01,0,0,Chinese,614,219,180,21
2024-01-23,2024-01,0,0,English,74,46,42,17
2024-01-23,2024-01,1,0,English,16,12,9,1
2024-01-23,2024-01,1,1,Chinese,31,8,7,0
2024-01-23,2024-01,1,0,Chinese,21,6,5,1
2024-01-23,2024-01,0,0,Math,0,0,0,1
2024-01-23,2024-01,0,0,Music,0,0,0,1
2024-01-22,2024-01,0,0,Chinese,512,155,124,33
2024-01-22,2024-01,0,0,English,57,45,37,17
2024-01-22,2024-01,1,1,Chinese,19,5,4,2
2024-01-22,2024-01,1,0,English,14,5,5,1
2024-01-22,2024-01,1,0,Chinese,15,3,2,3
2024-01-22,2024-01,0,0,Math,0,0,0,3
2024-01-22,2024-01,0,0,Music,0,0,0,2
2024-01-21,2024-01,0,0,Chinese,402,125,101,35
2024-01-21,2024-01,0,0,English,48,36,29,24
2024-01-21,2024-01,1,0,Chinese,22,5,4,1
2024-01-21,2024-01,1,1,Chinese,21,4,4,2
2024-01-21,2024-01,0,0,Math,0,0,0,3
2024-01-21,2024-01,1,0,English,0,0,0,2
2024-01-21,2024-01,0,0,Music,0,0,0,9
2024-01-20,2024-01,0,0,Chinese,371,125,102,28
2024-01-20,2024-01,0,0,English,123,64,53,23
2024-01-20,2024-01,1,0,Chinese,18,6,5,1
2024-01-20,2024-01,1,1,Chinese,29,4,4,0
2024-01-20,2024-01,1,0,English,7,2,1,2
2024-01-20,2024-01,0,0,Math,0,0,0,1
2024-01-20,2024-01,0,0,Music,0,0,0,3
2024-01-19,2024-01,0,0,Chinese,439,149,113,34
2024-01-19,2024-01,0,0,English,30,25,22,17
2024-01-19,2024-01,1,0,English,13,8,6,2
2024-01-19,2024-01,1,1,Chinese,18,5,5,1
2024-01-19,2024-01,1,0,Chinese,18,4,4,1
2024-01-19,2024-01,0,0,Math,0,0,0,3
2024-01-19,2024-01,1,0,Music,0,0,0,1
2024-01-19,2024-01,0,0,Music,0,0,0,3
2024-01-18,2024-01,0,0,Chinese,402,178,139,37
2024-01-18,2024-01,0,0,English,40,31,25,22
2024-01-18,2024-01,1,0,English,22,17,13,3
2024-01-18,2024-01,1,1,Chinese,20,6,6,2
2024-01-18,2024-01,1,0,Chinese,21,5,5,0
2024-01-18,2024-01,1,1,English,0,0,0,1
2024-01-18,2024-01,0,0,Math,0,0,0,4
2024-01-18,2024-01,1,0,Music,0,0,0,1
2024-01-18,2024-01,0,0,Music,0,0,0,4
2024-01-17,2024-01,0,0,Chinese,399,164,126,19
2024-01-17,2024-01,0,0,English,35,32,23,19
2024-01-17,2024-01,1,0,English,18,13,9,0
2024-01-17,2024-01,1,0,Chinese,25,7,6,2
2024-01-17,2024-01,1,1,Chinese,33,6,6,2
2024-01-17,2024-01,0,0,Math,0,0,0,5
2024-01-17,2024-01,0,0,Music,0,0,0,1
2024-01-16,2024-01,0,0,Chinese,425,124,99,20
2024-01-16,2024-01,0,0,English,53,43,36,17
2024-01-16,2024-01,1,0,English,35,24,21,1
2024-01-16,2024-01,1,0,Chinese,25,8,7,1
2024-01-16,2024-01,1,1,Chinese,24,2,2,2
2024-01-16,2024-01,0,0,Math,0,0,0,1
2024-01-16,2024-01,0,0,Music,0,0,0,2
2024-01-15,2024-01,0,0,Chinese,658,211,163,27
2024-01-15,2024-01,0,0,English,38,29,24,15
2024-01-15,2024-01,1,0,English,35,10,8,4
2024-01-15,2024-01,1,1,Chinese,27,8,8,2
2024-01-15,2024-01,1,0,Chinese,80,7,6,3
2024-01-15,2024-01,0,0,Math,0,0,0,7
2024-01-15,2024-01,0,0,Music,0,0,0,1
2024-01-14,2024-01,0,0,Chinese,298,107,98,38
2024-01-14,2024-01,0,0,English,33,31,24,31
2024-01-14,2024-01,1,1,Chinese,19,9,8,0
2024-01-14,2024-01,1,0,Chinese,17,3,2,1
2024-01-14,2024-01,0,0,Math,0,0,0,5
2024-01-14,2024-01,0,0,Music,0,0,0,4
2024-01-13,2024-01,0,0,Chinese,463,158,121,28
2024-01-13,2024-01,0,0,English,53,34,31,74
2024-01-13,2024-01,1,0,Chinese,20,6,6,1
2024-01-13,2024-01,1,1,Chinese,13,4,3,2
2024-01-13,2024-01,0,0,Math,0,0,0,2
2024-01-13,2024-01,1,0,English,0,0,0,2
2024-01-13,2024-01,0,0,Music,0,0,0,7
2024-01-12,2024-01,0,0,Chinese,356,152,124,15
2024-01-12,2024-01,0,0,English,29,24,21,22
2024-01-12,2024-01,1,0,English,25,15,13,1
2024-01-12,2024-01,1,0,Chinese,22,4,4,3
2024-01-12,2024-01,1,1,Chinese,12,2,2,2
2024-01-12,2024-01,1,0,Math,0,0,0,1
2024-01-12,2024-01,0,0,Math,0,0,0,7
2024-01-12,2024-01,0,0,Music,0,0,0,3
2024-01-11,2024-01,0,0,Chinese,509,150,101,21
2024-01-11,2024-01,0,0,English,24,19,15,33
2024-01-11,2024-01,1,0,English,20,17,14,0
2024-01-11,2024-01,1,0,Chinese,27,9,9,2
2024-01-11,2024-01,1,1,Chinese,22,8,8,1
2024-01-11,2024-01,0,0,Math,0,0,0,5
2024-01-11,2024-01,0,0,Music,0,0,0,4
2024-01-11,2024-01,1,0,Music,0,0,0,1
2024-01-10,2024-01,0,0,Chinese,835,356,301,23
2024-01-10,2024-01,0,0,English,51,29,22,24
2024-01-10,2024-01,1,0,English,22,16,14,1
2024-01-10,2024-01,1,1,Chinese,19,4,4,4
2024-01-10,2024-01,1,0,Chinese,14,2,1,0
2024-01-10,2024-01,1,0,Math,0,0,0,1
2024-01-10,2024-01,0,0,Music,0,0,0,1
