订单年月日,订单年月,科目,是否ot渠道,是否ot官网,线索量,约课量,试听完课量,新签订单量
2024-07-18,2024-07,Chinese,1,0,1,0,0,0
2024-07-18,2024-07,Chinese,0,0,2,0,0,22
2024-07-17,2024-07,English,0,0,288,152,120,19
2024-07-17,2024-07,Chinese,0,0,282,82,72,23
2024-07-17,2024-07,English,1,0,73,44,34,10
2024-07-17,2024-07,Chinese,1,1,23,4,4,2
2024-07-17,2024-07,Math,0,0,13,3,2,4
2024-07-17,2024-07,Chinese,1,0,29,2,2,5
2024-07-17,2024-07,Music,0,0,76,2,2,8
2024-07-17,2024-07,Music,1,0,23,1,1,1
2024-07-17,2024-07,Chinese,0,0,3,1,1,23
2024-07-16,2024-07,English,0,0,245,125,104,20
2024-07-16,2024-07,English,1,0,87,65,55,7
2024-07-16,2024-07,Chinese,0,0,114,33,30,12
2024-07-16,2024-07,Chinese,1,1,20,6,5,2
2024-07-16,2024-07,Chinese,1,0,35,5,3,0
2024-07-16,2024-07,Math,0,0,17,3,2,4
2024-07-16,2024-07,Music,1,0,41,0,0,1
2024-07-16,2024-07,Music,0,0,65,0,0,4
2024-07-16,2024-07,Math,1,1,0,0,0,0
2024-07-16,2024-07,Chinese,0,0,4,0,0,12
2024-07-15,2024-07,English,0,0,299,144,113,16
2024-07-15,2024-07,Chinese,0,0,479,58,51,26
2024-07-15,2024-07,English,1,0,68,48,42,10
2024-07-15,2024-07,Math,0,0,24,11,8,2
2024-07-15,2024-07,Chinese,1,0,26,5,5,4
2024-07-15,2024-07,Music,0,0,79,1,1,13
2024-07-15,2024-07,Music,1,0,24,1,1,1
2024-07-15,2024-07,Chinese,1,1,16,1,1,1
2024-07-15,2024-07,Chinese,0,0,2,0,0,26
2024-07-14,2024-07,English,0,0,342,177,132,26
2024-07-14,2024-07,English,1,0,83,57,45,8
2024-07-14,2024-07,Chinese,0,0,135,52,45,33
2024-07-14,2024-07,Math,0,0,22,7,5,2
2024-07-14,2024-07,Chinese,1,1,19,6,5,0
2024-07-14,2024-07,Chinese,1,0,30,6,6,3
2024-07-14,2024-07,Chinese,0,0,5,2,2,33
2024-07-14,2024-07,Music,1,0,17,1,1,2
2024-07-14,2024-07,Music,0,0,92,0,0,5
2024-07-14,2024-07,Math,1,0,0,0,0,1
2024-07-13,2024-07,English,0,0,427,154,114,32
2024-07-13,2024-07,Chinese,0,0,147,48,42,24
2024-07-13,2024-07,English,1,0,62,43,34,8
2024-07-13,2024-07,Math,0,0,15,8,6,3
2024-07-13,2024-07,Music,1,0,17,3,3,2
2024-07-13,2024-07,Chinese,1,1,20,2,2,0
2024-07-13,2024-07,Chinese,1,0,29,1,1,0
2024-07-13,2024-07,Chinese,0,0,6,0,0,24
2024-07-13,2024-07,Music,0,0,84,0,0,13
2024-07-12,2024-07,English,0,0,380,180,141,28
2024-07-12,2024-07,English,1,0,86,56,49,16
2024-07-12,2024-07,Chinese,0,0,361,49,47,21
2024-07-12,2024-07,Math,0,0,16,7,6,3
2024-07-12,2024-07,Chinese,1,0,25,6,6,2
2024-07-12,2024-07,Chinese,1,1,12,3,3,2
2024-07-12,2024-07,Chinese,0,0,8,2,2,21
2024-07-12,2024-07,Math,1,0,1,1,1,2
2024-07-12,2024-07,Music,0,0,57,0,0,10
2024-07-12,2024-07,Music,1,0,19,0,0,1
2024-07-12,2024-07,English,1,1,0,0,0,1
2024-07-11,2024-07,English,0,0,290,139,112,28
2024-07-11,2024-07,Chinese,0,0,129,59,50,19
2024-07-11,2024-07,English,1,0,76,57,55,10
2024-07-11,2024-07,Math,0,0,16,5,5,5
2024-07-11,2024-07,Chinese,1,0,26,2,2,2
2024-07-11,2024-07,Chinese,1,1,16,2,2,1
2024-07-11,2024-07,Music,0,0,72,1,1,17
2024-07-11,2024-07,Music,1,0,24,0,0,4
2024-07-11,2024-07,Chinese,0,0,2,0,0,19
2024-07-10,2024-07,English,0,0,363,188,141,19
2024-07-10,2024-07,Chinese,0,0,136,62,56,34
2024-07-10,2024-07,English,1,0,83,60,51,13
2024-07-10,2024-07,Math,0,0,26,9,8,3
2024-07-10,2024-07,Music,0,0,68,5,4,8
2024-07-10,2024-07,Chinese,1,0,29,4,4,2
2024-07-10,2024-07,Chinese,1,1,22,4,4,3
2024-07-10,2024-07,Chinese,0,0,4,0,0,34
2024-07-10,2024-07,Music,1,0,27,0,0,2
2024-07-10,2024-07,Math,1,0,0,0,0,1
2024-07-10,2024-07,Math,1,1,0,0,0,1
2024-07-09,2024-07,English,0,0,379,186,151,27
2024-07-09,2024-07,English,1,0,77,52,45,5
2024-07-09,2024-07,Chinese,0,0,134,34,31,13
2024-07-09,2024-07,Math,0,0,15,4,4,3
2024-07-09,2024-07,Chinese,1,0,24,2,2,0
2024-07-09,2024-07,Music,0,0,91,2,2,2
2024-07-09,2024-07,Chinese,1,1,18,2,2,1
2024-07-09,2024-07,Chinese,0,0,3,0,0,13
2024-07-09,2024-07,Music,1,0,15,0,0,1
2024-07-09,2024-07,Chinese,1,0,5,0,0,0
2024-07-09,2024-07,Math,1,0,0,0,0,1
2024-07-08,2024-07,English,0,0,294,154,121,14
2024-07-08,2024-07,Chinese,0,0,143,58,50,24
2024-07-08,2024-07,English,1,0,74,55,46,7
2024-07-08,2024-07,Chinese,1,0,28,5,5,2
2024-07-08,2024-07,Math,0,0,9,3,2,1
2024-07-08,2024-07,Chinese,1,1,14,2,2,0
2024-07-08,2024-07,Music,1,0,40,2,2,1
2024-07-08,2024-07,Music,0,0,59,0,0,9
2024-07-08,2024-07,Chinese,1,0,3,0,0,2
2024-07-08,2024-07,Chinese,0,0,2,0,0,24
2024-07-08,2024-07,English,1,1,1,0,0,1
2024-07-08,2024-07,Math,1,1,0,0,0,1
2024-07-07,2024-07,English,0,0,288,124,97,23
2024-07-07,2024-07,Chinese,0,0,191,67,56,21
2024-07-07,2024-07,English,1,0,84,59,47,13
2024-07-07,2024-07,Math,0,0,26,17,13,3
2024-07-07,2024-07,Chinese,1,1,10,3,3,0
2024-07-07,2024-07,Music,0,0,97,2,2,14
2024-07-07,2024-07,Chinese,1,0,33,1,1,2
2024-07-07,2024-07,Chinese,0,0,3,0,0,21
2024-07-07,2024-07,Music,1,0,18,0,0,3
2024-07-06,2024-07,English,0,0,245,118,96,20
2024-07-06,2024-07,English,1,0,159,95,84,4
2024-07-06,2024-07,Chinese,0,0,134,57,52,18
2024-07-06,2024-07,Chinese,1,0,35,8,7,3
2024-07-06,2024-07,Math,0,0,21,7,5,4
2024-07-06,2024-07,Chinese,1,1,20,3,3,1
2024-07-06,2024-07,Chinese,0,0,2,1,1,18
2024-07-06,2024-07,Music,0,0,69,0,0,8
2024-07-05,2024-07,English,0,0,324,104,90,20
2024-07-05,2024-07,English,1,0,114,70,62,7
2024-07-05,2024-07,Chinese,0,0,163,68,60,13
2024-07-05,2024-07,Math,0,0,32,7,5,4
2024-07-05,2024-07,Chinese,1,0,20,5,5,0
2024-07-05,2024-07,Chinese,0,0,4,1,1,13
2024-07-05,2024-07,Chinese,1,1,9,1,1,2
2024-07-05,2024-07,Music,0,0,71,1,1,2
2024-07-05,2024-07,Music,1,0,19,1,1,4
2024-07-05,2024-07,Chinese,1,0,1,0,0,0
2024-07-04,2024-07,English,0,0,288,144,121,99
2024-07-04,2024-07,Chinese,0,0,156,61,44,19
2024-07-04,2024-07,English,1,0,95,56,48,11
2024-07-04,2024-07,Chinese,1,1,16,3,3,4
2024-07-04,2024-07,Math,0,0,18,2,2,7
2024-07-04,2024-07,Chinese,1,0,23,2,2,1
2024-07-04,2024-07,Music,0,0,72,1,1,5
2024-07-04,2024-07,Music,1,0,21,1,1,1
2024-07-04,2024-07,Chinese,0,0,6,0,0,19
2024-07-03,2024-07,English,0,0,382,253,227,20
2024-07-03,2024-07,English,1,0,73,45,37,2
2024-07-03,2024-07,Chinese,0,0,112,42,32,34
2024-07-03,2024-07,Chinese,1,0,28,6,5,0
2024-07-03,2024-07,Math,0,0,17,5,5,6
2024-07-03,2024-07,Chinese,1,1,17,3,3,3
2024-07-03,2024-07,Music,0,0,85,2,1,7
2024-07-03,2024-07,Math,1,0,3,2,2,2
2024-07-03,2024-07,Music,1,0,11,1,1,1
2024-07-03,2024-07,Chinese,0,0,4,0,0,34
2024-07-02,2024-07,English,0,0,286,161,134,55
2024-07-02,2024-07,Chinese,0,0,147,51,41,5
2024-07-02,2024-07,English,1,0,45,37,32,11
2024-07-02,2024-07,Math,0,0,23,12,8,3
2024-07-02,2024-07,Chinese,1,1,23,7,4,2
2024-07-02,2024-07,Chinese,1,0,29,3,3,1
2024-07-02,2024-07,Music,0,0,71,1,1,3
2024-07-02,2024-07,Chinese,0,0,6,0,0,5
2024-07-01,2024-07,English,0,0,290,168,149,21
2024-07-01,2024-07,English,1,0,89,69,62,6
2024-07-01,2024-07,Chinese,0,0,108,44,40,21
2024-07-01,2024-07,Math,0,0,14,5,4,3
2024-07-01,2024-07,Chinese,1,1,16,4,3,3
2024-07-01,2024-07,Chinese,1,0,26,2,2,1
2024-07-01,2024-07,Music,0,0,71,1,1,26
2024-07-01,2024-07,Music,1,0,12,1,1,3
2024-07-01,2024-07,Chinese,0,0,3,0,0,21
2024-06-30,2024-06,English,0,0,252,135,112,71
2024-06-30,2024-06,English,1,0,78,58,49,18
2024-06-30,2024-06,Chinese,0,0,146,56,44,100
2024-06-30,2024-06,Math,0,0,29,12,9,19
2024-06-30,2024-06,Chinese,1,0,29,5,5,6
2024-06-30,2024-06,Music,0,0,84,2,1,1
2024-06-30,2024-06,Chinese,1,1,14,1,1,6
2024-06-30,2024-06,Music,1,0,17,1,1,1
2024-06-30,2024-06,Chinese,0,0,3,0,0,100
2024-06-30,2024-06,English,1,1,0,0,0,0
2024-06-30,2024-06,Math,1,1,0,0,0,1
2024-06-29,2024-06,English,0,0,255,141,121,28
2024-06-29,2024-06,English,1,0,96,72,57,13
2024-06-29,2024-06,Chinese,0,0,90,37,33,45
2024-06-29,2024-06,Chinese,1,1,19,7,7,0
2024-06-29,2024-06,Chinese,1,0,27,6,3,0
2024-06-29,2024-06,Math,0,0,20,5,4,10
2024-06-29,2024-06,Music,0,0,83,2,2,10
2024-06-29,2024-06,English,1,1,1,1,1,0
2024-06-29,2024-06,Math,1,0,1,1,1,2
2024-06-29,2024-06,Chinese,0,0,1,0,0,45
2024-06-28,2024-06,English,0,0,330,183,159,26
2024-06-28,2024-06,English,1,0,72,57,52,8
2024-06-28,2024-06,Chinese,0,0,91,42,36,35
2024-06-28,2024-06,Math,0,0,24,9,9,8
2024-06-28,2024-06,Chinese,1,1,16,2,1,0
2024-06-28,2024-06,Chinese,1,0,35,2,2,3
2024-06-28,2024-06,Music,0,0,83,0,0,9
2024-06-28,2024-06,Math,1,0,1,0,0,1
2024-06-27,2024-06,English,0,0,282,168,140,22
2024-06-27,2024-06,Chinese,0,0,119,59,49,38
2024-06-27,2024-06,English,1,0,35,25,20,5
2024-06-27,2024-06,Math,0,0,22,7,5,5
2024-06-27,2024-06,Chinese,1,0,38,5,5,1
2024-06-27,2024-06,Chinese,1,1,16,2,2,3
2024-06-27,2024-06,Music,0,0,65,1,1,11
2024-06-27,2024-06,Math,1,0,2,1,1,1
2024-06-27,2024-06,Chinese,0,0,1,0,0,38
2024-06-27,2024-06,Music,1,0,12,0,0,4
2024-06-26,2024-06,English,0,0,246,142,118,10
2024-06-26,2024-06,Chinese,0,0,121,58,48,26
2024-06-26,2024-06,English,1,0,39,29,27,3
2024-06-26,2024-06,Math,0,0,21,6,6,8
2024-06-26,2024-06,Chinese,1,1,13,5,5,2
2024-06-26,2024-06,Music,0,0,114,2,2,13
2024-06-26,2024-06,Chinese,1,0,28,2,2,2
2024-06-26,2024-06,Chinese,0,0,3,0,0,26
2024-06-26,2024-06,Music,1,0,18,0,0,2
2024-06-25,2024-06,English,0,0,266,114,97,8
2024-06-25,2024-06,Chinese,0,0,91,36,33,37
2024-06-25,2024-06,English,1,0,52,34,32,2
2024-06-25,2024-06,Math,0,0,19,5,5,3
2024-06-25,2024-06,Chinese,1,0,27,4,4,4
2024-06-25,2024-06,Chinese,1,1,15,3,3,1
2024-06-25,2024-06,Music,0,0,79,2,2,6
2024-06-25,2024-06,Music,1,0,21,1,1,1
2024-06-25,2024-06,Chinese,0,0,4,0,0,37
2024-06-24,2024-06,Chinese,0,0,398,177,146,32
2024-06-24,2024-06,English,0,0,214,107,86,11
2024-06-24,2024-06,English,1,0,39,26,23,2
2024-06-24,2024-06,Math,0,0,26,11,8,3
2024-06-24,2024-06,Chinese,1,1,18,4,4,3
2024-06-24,2024-06,Chinese,1,0,20,3,3,2
2024-06-24,2024-06,Math,1,0,2,2,2,0
2024-06-24,2024-06,Music,0,0,81,0,0,6
2024-06-24,2024-06,Music,1,0,20,0,0,1
2024-06-24,2024-06,Chinese,0,0,1,0,0,32
2024-06-23,2024-06,English,0,0,216,116,94,23
2024-06-23,2024-06,Chinese,0,0,113,44,33,23
2024-06-23,2024-06,English,1,0,41,31,26,8
2024-06-23,2024-06,Math,0,0,37,10,9,11
2024-06-23,2024-06,Chinese,1,1,17,8,6,1
2024-06-23,2024-06,Chinese,1,0,12,4,3,2
2024-06-23,2024-06,Music,0,0,105,1,1,8
2024-06-23,2024-06,Math,1,0,1,1,1,1
2024-06-23,2024-06,Chinese,0,0,2,0,0,23
2024-06-23,2024-06,English,1,1,0,0,0,1
2024-06-22,2024-06,English,0,0,216,97,73,17
2024-06-22,2024-06,Chinese,0,0,107,46,38,28
2024-06-22,2024-06,English,1,0,31,27,25,3
2024-06-22,2024-06,Math,0,0,30,11,8,7
2024-06-22,2024-06,Chinese,1,0,25,6,6,1
2024-06-22,2024-06,Chinese,1,1,17,5,4,2
2024-06-22,2024-06,Music,0,0,88,1,1,19
2024-06-22,2024-06,Music,1,0,11,0,0,1
2024-06-22,2024-06,Chinese,0,0,3,0,0,28
2024-06-21,2024-06,English,0,0,350,152,115,21
2024-06-21,2024-06,Chinese,0,0,126,54,45,28
2024-06-21,2024-06,English,1,0,38,28,23,5
2024-06-21,2024-06,Math,0,0,27,13,11,5
2024-06-21,2024-06,Chinese,1,0,23,6,6,3
2024-06-21,2024-06,Math,1,0,6,4,4,1
2024-06-21,2024-06,Music,0,0,79,3,2,5
2024-06-21,2024-06,Chinese,1,1,18,2,1,3
2024-06-21,2024-06,Music,1,0,18,1,0,1
2024-06-21,2024-06,Chinese,0,0,2,0,0,28
2024-06-20,2024-06,English,0,0,606,189,127,16
2024-06-20,2024-06,English,1,0,58,36,31,6
2024-06-20,2024-06,Chinese,0,0,82,36,31,15
2024-06-20,2024-06,Chinese,1,1,19,7,7,0
2024-06-20,2024-06,Math,0,0,24,5,4,4
2024-06-20,2024-06,Chinese,1,0,25,5,5,1
2024-06-20,2024-06,Music,0,0,52,2,1,4
2024-06-20,2024-06,Math,1,0,3,2,2,2
2024-06-20,2024-06,Chinese,0,0,1,0,0,15
2024-06-20,2024-06,English,1,1,0,0,0,1
2024-06-19,2024-06,English,0,0,441,139,110,13
2024-06-19,2024-06,Chinese,0,0,227,51,42,22
2024-06-19,2024-06,English,1,0,31,20,17,5
2024-06-19,2024-06,Math,0,0,12,7,5,7
2024-06-19,2024-06,Chinese,1,1,26,5,5,0
2024-06-19,2024-06,Chinese,1,0,13,5,4,1
2024-06-19,2024-06,Music,0,0,67,2,1,7
2024-06-19,2024-06,Music,1,0,15,0,0,1
2024-06-19,2024-06,Chinese,0,0,2,0,0,22
2024-06-18,2024-06,English,0,0,364,152,118,130
2024-06-18,2024-06,Chinese,0,0,375,70,59,143
2024-06-18,2024-06,English,1,0,35,26,23,17
2024-06-18,2024-06,Math,0,0,23,10,9,30
2024-06-18,2024-06,Chinese,1,0,27,4,4,2
2024-06-18,2024-06,Math,1,0,3,2,1,3
2024-06-18,2024-06,Music,0,0,83,0,0,26
2024-06-18,2024-06,English,1,1,3,0,0,0
2024-06-18,2024-06,Chinese,1,1,13,0,0,4
2024-06-18,2024-06,Chinese,1,0,2,0,0,2
2024-06-18,2024-06,Music,1,0,25,0,0,4
2024-06-17,2024-06,English,0,0,412,173,135,28
2024-06-17,2024-06,Chinese,0,0,222,83,72,108
2024-06-17,2024-06,English,1,0,45,33,29,3
2024-06-17,2024-06,Math,0,0,25,8,6,14
2024-06-17,2024-06,Chinese,1,1,25,8,7,2
2024-06-17,2024-06,Music,0,0,73,2,2,11
2024-06-17,2024-06,Music,1,0,15,0,0,1
2024-06-17,2024-06,Chinese,1,0,15,0,0,4
2024-06-16,2024-06,English,0,0,149,67,53,33
2024-06-16,2024-06,Chinese,0,0,202,64,55,43
2024-06-16,2024-06,English,1,0,34,20,14,6
2024-06-16,2024-06,Chinese,1,1,27,9,8,2
2024-06-16,2024-06,Math,0,0,27,6,5,6
2024-06-16,2024-06,Chinese,1,0,25,5,5,0
2024-06-16,2024-06,Music,0,0,83,4,1,18
2024-06-16,2024-06,Math,1,0,2,2,1,1
2024-06-16,2024-06,Chinese,0,0,3,0,0,43
2024-06-16,2024-06,English,1,1,1,0,0,1
2024-06-16,2024-06,Music,1,0,15,0,0,1
2024-06-15,2024-06,English,0,0,230,104,81,19
2024-06-15,2024-06,Chinese,0,0,145,56,45,65
2024-06-15,2024-06,English,1,0,30,23,22,3
2024-06-15,2024-06,Math,0,0,33,10,6,13
2024-06-15,2024-06,Chinese,1,0,15,4,4,1
2024-06-15,2024-06,Music,0,0,69,2,2,13
2024-06-15,2024-06,Math,1,0,4,2,2,1
2024-06-15,2024-06,Chinese,1,1,25,2,1,1
2024-06-15,2024-06,Chinese,0,0,2,0,0,65
2024-06-15,2024-06,Music,1,0,26,0,0,1
2024-06-14,2024-06,English,0,0,200,102,79,12
2024-06-14,2024-06,Chinese,0,0,115,59,45,52
2024-06-14,2024-06,English,1,0,32,21,18,0
2024-06-14,2024-06,Math,0,0,19,6,6,8
2024-06-14,2024-06,Chinese,1,1,16,5,5,0
2024-06-14,2024-06,Music,0,0,72,2,2,7
2024-06-14,2024-06,Chinese,1,0,23,1,1,1
2024-06-14,2024-06,Music,1,0,19,1,1,0
2024-06-14,2024-06,Chinese,1,0,2,1,1,1
2024-06-14,2024-06,Chinese,0,0,3,0,0,52
2024-06-13,2024-06,English,0,0,263,135,89,14
2024-06-13,2024-06,Chinese,0,0,227,77,67,30
2024-06-13,2024-06,English,1,0,40,33,31,3
2024-06-13,2024-06,Math,0,0,22,11,10,7
2024-06-13,2024-06,Chinese,1,1,15,3,3,3
2024-06-13,2024-06,Music,0,0,71,1,1,9
2024-06-13,2024-06,Math,1,0,3,1,0,1
2024-06-13,2024-06,Chinese,1,0,14,1,1,4
2024-06-13,2024-06,Chinese,0,0,2,0,0,30
2024-06-12,2024-06,English,0,0,230,109,85,12
2024-06-12,2024-06,Chinese,0,0,136,48,44,31
2024-06-12,2024-06,English,1,0,20,13,12,3
2024-06-12,2024-06,Math,0,0,31,8,6,6
2024-06-12,2024-06,Math,1,0,3,3,3,2
2024-06-12,2024-06,Music,0,0,79,3,3,6
2024-06-12,2024-06,Chinese,1,1,19,3,3,4
2024-06-12,2024-06,Music,1,0,16,2,1,1
2024-06-12,2024-06,Chinese,1,0,17,2,1,0
2024-06-12,2024-06,Chinese,0,0,2,0,0,31
2024-06-12,2024-06,Math,1,1,0,0,0,1
2024-06-11,2024-06,English,0,0,181,104,87,15
2024-06-11,2024-06,Chinese,0,0,105,58,52,34
2024-06-11,2024-06,English,1,0,28,17,15,6
2024-06-11,2024-06,Math,0,0,43,17,11,8
2024-06-11,2024-06,Music,0,0,96,5,5,8
2024-06-11,2024-06,Chinese,1,0,20,2,2,1
2024-06-11,2024-06,Chinese,1,1,17,2,1,1
2024-06-11,2024-06,Math,1,0,1,1,0,0
2024-06-11,2024-06,Chinese,1,0,3,1,1,1
2024-06-11,2024-06,Chinese,0,0,5,0,0,34
2024-06-11,2024-06,Math,1,1,0,0,0,0
2024-06-10,2024-06,Chinese,0,0,142,56,50,32
2024-06-10,2024-06,English,0,0,118,50,47,6
2024-06-10,2024-06,English,1,0,28,20,18,2
2024-06-10,2024-06,Math,0,0,21,8,6,15
2024-06-10,2024-06,Chinese,1,0,17,4,4,1
2024-06-10,2024-06,Chinese,1,1,22,2,2,1
2024-06-10,2024-06,Music,0,0,66,0,0,5
2024-06-10,2024-06,Math,1,1,0,0,0,1
2024-06-10,2024-06,Chinese,0,0,5,0,0,32
2024-06-09,2024-06,English,0,0,137,74,62,14
2024-06-09,2024-06,Chinese,0,0,241,73,52,50
2024-06-09,2024-06,English,1,0,23,17,17,2
2024-06-09,2024-06,Math,0,0,25,7,5,7
2024-06-09,2024-06,Math,1,0,3,1,1,1
2024-06-09,2024-06,Music,0,0,53,1,1,7
2024-06-09,2024-06,Chinese,1,0,21,0,0,1
2024-06-09,2024-06,Chinese,0,0,2,0,0,50
2024-06-08,2024-06,English,0,0,134,67,56,14
2024-06-08,2024-06,Chinese,0,0,141,59,52,47
2024-06-08,2024-06,English,1,0,22,16,15,0
2024-06-08,2024-06,Math,0,0,22,10,8,17
2024-06-08,2024-06,Chinese,1,1,19,5,4,1
2024-06-08,2024-06,Chinese,1,0,19,4,4,0
2024-06-08,2024-06,Music,0,0,71,1,1,15
2024-06-08,2024-06,Chinese,0,0,9,0,0,47
2024-06-07,2024-06,Chinese,0,0,334,99,80,42
2024-06-07,2024-06,English,0,0,207,89,72,17
2024-06-07,2024-06,English,1,0,23,17,15,1
2024-06-07,2024-06,Math,0,0,19,7,6,7
2024-06-07,2024-06,Chinese,1,0,15,3,2,1
2024-06-07,2024-06,Music,0,0,69,3,2,8
2024-06-07,2024-06,Chinese,1,1,9,2,2,0
2024-06-07,2024-06,Chinese,0,0,7,1,1,42
2024-06-07,2024-06,Chinese,1,0,3,1,1,1
2024-06-06,2024-06,English,0,0,215,105,89,20
2024-06-06,2024-06,Chinese,0,0,342,96,78,41
2024-06-06,2024-06,English,1,0,32,27,26,0
2024-06-06,2024-06,Math,0,0,24,10,10,5
2024-06-06,2024-06,Chinese,1,1,19,5,4,1
2024-06-06,2024-06,Music,0,0,69,3,3,10
2024-06-06,2024-06,Chinese,1,0,24,2,2,2
2024-06-06,2024-06,Chinese,0,0,6,0,0,41
2024-06-06,2024-06,Music,1,0,16,0,0,3
2024-06-05,2024-06,English,0,0,201,115,90,17
2024-06-05,2024-06,Chinese,0,0,131,82,75,31
2024-06-05,2024-06,English,1,0,31,20,18,0
2024-06-05,2024-06,Math,0,0,53,10,9,2
2024-06-05,2024-06,Chinese,1,1,20,6,5,3
2024-06-05,2024-06,Chinese,1,0,28,3,3,1
2024-06-05,2024-06,Chinese,0,0,6,1,0,31
2024-06-05,2024-06,Music,1,0,8,0,0,4
2024-06-05,2024-06,Music,0,0,61,0,0,11
2024-06-04,2024-06,English,0,0,178,105,90,12
2024-06-04,2024-06,Chinese,0,0,92,31,26,18
2024-06-04,2024-06,English,1,0,18,12,11,2
2024-06-04,2024-06,Math,0,0,17,7,6,5
2024-06-04,2024-06,Chinese,1,1,22,4,4,3
2024-06-04,2024-06,Chinese,1,0,21,3,3,0
2024-06-04,2024-06,Music,0,0,84,2,2,5
2024-06-04,2024-06,Music,1,0,9,0,0,3
2024-06-04,2024-06,Chinese,0,0,4,0,0,18
2024-06-03,2024-06,Chinese,0,0,263,74,63,29
2024-06-03,2024-06,English,0,0,150,67,56,6
2024-06-03,2024-06,Math,0,0,20,6,5,8
2024-06-03,2024-06,Chinese,1,1,13,3,3,2
2024-06-03,2024-06,Music,0,0,87,1,1,12
2024-06-03,2024-06,Math,1,0,3,1,1,0
2024-06-03,2024-06,Chinese,1,0,21,1,1,2
2024-06-03,2024-06,Chinese,0,0,6,0,0,29
2024-06-03,2024-06,Music,1,0,11,0,0,1
2024-06-03,2024-06,Chinese,1,0,4,0,0,2
2024-06-02,2024-06,Chinese,0,0,193,82,70,29
2024-06-02,2024-06,English,0,0,119,60,45,13
2024-06-02,2024-06,English,1,0,31,25,20,2
2024-06-02,2024-06,Math,0,0,18,6,6,4
2024-06-02,2024-06,Chinese,1,1,20,5,4,1
2024-06-02,2024-06,Music,0,0,99,5,4,14
2024-06-02,2024-06,Chinese,1,0,15,3,3,2
2024-06-02,2024-06,Chinese,0,0,5,0,0,29
2024-06-02,2024-06,Music,1,0,17,0,0,2
2024-06-02,2024-06,Math,1,1,0,0,0,1
2024-06-01,2024-06,Chinese,0,0,195,68,63,22
2024-06-01,2024-06,English,0,0,180,49,37,22
2024-06-01,2024-06,English,1,0,21,13,12,6
2024-06-01,2024-06,Math,0,0,20,7,6,2
2024-06-01,2024-06,Chinese,1,1,21,5,5,1
2024-06-01,2024-06,Chinese,1,0,15,2,2,3
2024-06-01,2024-06,Chinese,0,0,9,1,1,22
2024-06-01,2024-06,Math,1,0,1,1,1,1
2024-06-01,2024-06,Music,0,0,74,1,0,4
2024-06-01,2024-06,English,1,1,0,0,0,0
2024-05-31,2024-05,English,0,0,136,80,68,19
2024-05-31,2024-05,Chinese,0,0,129,57,52,57
2024-05-31,2024-05,English,1,0,17,14,13,6
2024-05-31,2024-05,Chinese,1,0,24,8,7,5
2024-05-31,2024-05,Math,1,0,4,4,3,1
2024-05-31,2024-05,Music,0,0,71,3,2,9
2024-05-31,2024-05,Chinese,1,1,18,3,3,7
2024-05-31,2024-05,Math,0,0,17,1,1,17
2024-05-31,2024-05,Music,1,0,6,0,0,2
2024-05-31,2024-05,Chinese,0,0,6,0,0,57
2024-05-31,2024-05,Math,1,1,0,0,0,0
2024-05-31,2024-05,Music,1,1,0,0,0,0
2024-05-30,2024-05,English,0,0,146,71,55,14
2024-05-30,2024-05,Chinese,0,0,89,38,34,36
2024-05-30,2024-05,English,1,0,23,18,17,4
2024-05-30,2024-05,Chinese,1,0,30,9,9,1
2024-05-30,2024-05,Chinese,1,1,26,6,6,4
2024-05-30,2024-05,Math,0,0,15,3,3,9
2024-05-30,2024-05,Math,1,0,2,2,2,1
2024-05-30,2024-05,Music,0,0,90,1,1,8
2024-05-30,2024-05,Music,1,0,11,0,0,0
2024-05-30,2024-05,Chinese,0,0,7,0,0,36
2024-05-29,2024-05,English,0,0,607,261,200,13
2024-05-29,2024-05,Chinese,0,0,215,78,69,41
2024-05-29,2024-05,English,1,0,27,20,18,4
2024-05-29,2024-05,Music,0,0,82,3,3,6
2024-05-29,2024-05,Chinese,1,1,18,3,3,0
2024-05-29,2024-05,Math,0,0,37,3,2,5
2024-05-29,2024-05,Chinese,1,0,22,3,2,1
2024-05-29,2024-05,Chinese,1,0,7,1,1,1
2024-05-29,2024-05,Music,1,0,11,1,1,1
2024-05-29,2024-05,Chinese,0,0,8,0,0,41
2024-05-29,2024-05,Chinese,1,1,1,0,0,0
2024-05-29,2024-05,Math,1,0,0,0,0,1
2024-05-28,2024-05,English,0,0,144,73,53,10
2024-05-28,2024-05,Chinese,0,0,106,36,29,17
2024-05-28,2024-05,English,1,0,18,16,12,2
2024-05-28,2024-05,Chinese,1,1,14,4,4,0
2024-05-28,2024-05,Music,0,0,64,3,2,5
2024-05-28,2024-05,Math,1,0,2,2,2,1
2024-05-28,2024-05,Math,0,0,3,2,2,2
2024-05-28,2024-05,Chinese,1,0,21,1,1,0
2024-05-28,2024-05,Chinese,0,0,7,0,0,17
2024-05-27,2024-05,English,0,0,206,98,72,18
2024-05-27,2024-05,Chinese,0,0,173,60,57,29
2024-05-27,2024-05,English,1,0,20,15,15,5
2024-05-27,2024-05,Math,0,0,19,6,3,5
2024-05-27,2024-05,Chinese,1,0,25,6,5,0
2024-05-27,2024-05,Chinese,1,1,15,3,3,3
2024-05-27,2024-05,Chinese,1,0,7,1,1,0
2024-05-27,2024-05,Music,0,0,80,0,0,10
